,Average interarrival time,Average service time teller1,Average service time teller 2,Utilization teller 1,Utilization teller 2,People who had to wait in line,Total average wait time,Lost Customers
79,2.9191742555063396,1.2471877684051713,1.5247037685226545,0.2058987554736108,0.2705925383365835,7.0,5.763527188226451,0.0
80,2.6125945831599817,0.9516297279760275,1.5531955064228586,0.18608270434023466,0.2778655664118051,4.0,3.8351387829762302,0.0
81,2.765892923518412,1.4336924352357119,1.6063739676707363,0.2561945185570312,0.2870519472346178,8.0,5.81476415041714,0.0
82,3.703890614256912,1.536366248907832,1.4904239814705955,0.17334839871751215,0.22822355787577372,1.0,0.7619308058092997,0.0
83,3.1714688215489573,1.2166033456948586,1.0943505871510664,0.18170943110444435,0.1770708384678974,7.0,5.874860829375557,0.0
84,3.3466741006040057,1.3370898599045944,1.3315267975794423,0.18866597881191718,0.20445875695227864,5.0,6.147143231293185,0.0
85,2.839462187951636,1.2101862992418775,1.8553684815719445,0.24067914157287068,0.27674364706853616,9.0,7.935223107075885,0.0
86,3.011571402098243,1.5827356389265932,1.6145028053477377,0.23649814081138384,0.28815363875144806,7.0,2.8904670956085,0.0
87,3.0835033012802975,1.0997888182437794,1.6742472292068464,0.20119767411471617,0.22971772590896516,6.0,2.207109766999821,0.0
88,4.545891271117945,1.0493420043002186,1.5253920430298127,0.1393709057129791,0.13295536227695487,1.0,0.10585931572602192,0.0
89,2.9191742555063396,1.2471877684051713,1.5247037685226545,0.2058987554736108,0.2705925383365835,7.0,5.763527188226451,0.0
90,2.9510196588641366,1.3928194739532072,1.3247182337556407,0.2532570546435964,0.20255328134997128,9.0,6.952924700997844,0.0
91,3.3849125789803804,1.3443847418452186,1.65345612737559,0.20138182396130025,0.24079913068191527,2.0,1.5948178337184373,0.0
92,2.7200410202699183,1.5121133429069078,1.3985801032082812,0.2560959687003903,0.27153120267507513,7.0,3.2764195952332855,0.0
93,3.4783374274692727,0.9419576534168775,1.8746831393476506,0.15306474966427214,0.2265192268929682,10.0,8.149273337943079,0.0
94,3.097016337861278,1.2930058750625855,1.8010687393777014,0.2087502508875208,0.2833190558597358,11.0,7.745494684670668,0.0
95,2.8860467169561033,1.1527980204778852,1.5330037801102157,0.21616668931863833,0.23746769668546505,5.0,1.5431176515574165,0.0
96,3.221437645007127,1.0216205613320202,1.4450194252669528,0.1669115132845668,0.206575307516449,6.0,2.7124599404745893,0.0
97,2.7344236092930037,1.3309150008960877,1.4207982518276367,0.23783201115466462,0.25979849043853703,9.0,13.508770546223976,0.0
98,3.3466741006040057,1.3370898599045944,1.3315267975794423,0.18866597881191718,0.20445875695227864,5.0,6.147143231293185,0.0
99,2.641009869718846,1.176935316137169,1.4456116482810533,0.23016486902295288,0.26466279763722855,13.0,7.068311240543714,0.0
